image_path,emotion
FER2013_images\training\822_4.png,4
FER2013_images\training\823_0.png,0
FER2013_images\training\824_0.png,0
FER2013_images\training\825_2.png,2
FER2013_images\training\826_1.png,1
FER2013_images\training\827_3.png,3
FER2013_images\training\828_4.png,4
FER2013_images\training\829_3.png,3
FER2013_images\training\830_3.png,3
FER2013_images\training\831_4.png,4
FER2013_images\training\832_6.png,6
FER2013_images\training\833_2.png,2
FER2013_images\training\834_0.png,0
FER2013_images\training\835_0.png,0
FER2013_images\training\836_2.png,2
FER2013_images\training\837_5.png,5
FER2013_images\training\838_6.png,6
FER2013_images\training\839_4.png,4
FER2013_images\training\840_3.png,3
FER2013_images\training\841_6.png,6
FER2013_images\training\842_0.png,0
FER2013_images\training\843_5.png,5
FER2013_images\training\844_4.png,4
FER2013_images\training\845_1.png,1
FER2013_images\training\846_2.png,2
FER2013_images\training\847_2.png,2
FER2013_images\training\848_5.png,5
FER2013_images\training\849_3.png,3
FER2013_images\training\850_0.png,0
FER2013_images\training\851_0.png,0
FER2013_images\training\852_6.png,6
FER2013_images\training\853_5.png,5
FER2013_images\training\854_0.png,0
FER2013_images\training\855_6.png,6
FER2013_images\training\856_3.png,3
FER2013_images\training\857_5.png,5
FER2013_images\training\858_6.png,6
FER2013_images\training\859_2.png,2
FER2013_images\training\860_0.png,0
FER2013_images\training\861_0.png,0
FER2013_images\training\862_2.png,2
FER2013_images\training\863_3.png,3
FER2013_images\training\864_1.png,1
FER2013_images\training\865_5.png,5
FER2013_images\training\866_4.png,4
FER2013_images\training\867_5.png,5
FER2013_images\training\868_5.png,5
FER2013_images\training\869_2.png,2
FER2013_images\training\870_3.png,3
FER2013_images\training\871_2.png,2
FER2013_images\training\872_2.png,2
FER2013_images\training\873_3.png,3
FER2013_images\training\874_6.png,6
FER2013_images\training\875_6.png,6
FER2013_images\training\876_0.png,0
FER2013_images\training\877_6.png,6
FER2013_images\training\878_4.png,4
FER2013_images\training\879_0.png,0
FER2013_images\training\880_3.png,3
FER2013_images\training\881_0.png,0
FER2013_images\training\882_4.png,4
FER2013_images\training\883_0.png,0
FER2013_images\training\884_6.png,6
FER2013_images\training\885_6.png,6
FER2013_images\training\886_2.png,2
FER2013_images\training\887_3.png,3
FER2013_images\training\888_5.png,5
FER2013_images\training\889_4.png,4
FER2013_images\training\890_2.png,2
FER2013_images\training\891_6.png,6
FER2013_images\training\892_3.png,3
FER2013_images\training\893_5.png,5
FER2013_images\training\894_5.png,5
FER2013_images\training\895_3.png,3
FER2013_images\training\896_2.png,2
FER2013_images\training\897_3.png,3
FER2013_images\training\898_3.png,3
FER2013_images\training\899_4.png,4
FER2013_images\training\900_0.png,0
FER2013_images\training\901_6.png,6
FER2013_images\training\902_4.png,4
FER2013_images\training\903_4.png,4
FER2013_images\training\904_2.png,2
FER2013_images\training\905_6.png,6
FER2013_images\training\906_3.png,3
FER2013_images\training\907_2.png,2
FER2013_images\training\908_0.png,0
FER2013_images\training\909_5.png,5
FER2013_images\training\910_4.png,4
FER2013_images\training\911_2.png,2
FER2013_images\training\912_6.png,6
FER2013_images\training\913_6.png,6
FER2013_images\training\914_2.png,2
FER2013_images\training\915_3.png,3
FER2013_images\training\916_6.png,6
FER2013_images\training\917_6.png,6
FER2013_images\training\918_4.png,4
FER2013_images\training\919_6.png,6
FER2013_images\training\920_2.png,2
FER2013_images\training\921_3.png,3
FER2013_images\training\922_4.png,4
FER2013_images\training\923_0.png,0
FER2013_images\training\924_2.png,2
FER2013_images\training\925_6.png,6
FER2013_images\training\926_3.png,3
FER2013_images\training\927_4.png,4
FER2013_images\training\928_0.png,0
FER2013_images\training\929_4.png,4
FER2013_images\training\930_6.png,6
FER2013_images\training\931_6.png,6
FER2013_images\training\932_0.png,0
FER2013_images\training\933_4.png,4
FER2013_images\training\934_4.png,4
FER2013_images\training\935_0.png,0
FER2013_images\training\936_6.png,6
FER2013_images\training\937_6.png,6
FER2013_images\training\938_0.png,0
FER2013_images\training\939_4.png,4
FER2013_images\training\940_2.png,2
FER2013_images\training\941_2.png,2
FER2013_images\training\942_3.png,3
FER2013_images\training\943_3.png,3
FER2013_images\training\944_4.png,4
FER2013_images\training\945_6.png,6
FER2013_images\training\946_0.png,0
FER2013_images\training\947_5.png,5
FER2013_images\training\948_3.png,3
FER2013_images\training\949_2.png,2
FER2013_images\training\950_0.png,0
FER2013_images\training\951_3.png,3
FER2013_images\training\952_6.png,6
FER2013_images\training\953_4.png,4
FER2013_images\training\954_2.png,2
FER2013_images\training\955_4.png,4
FER2013_images\training\956_6.png,6
FER2013_images\training\957_4.png,4
FER2013_images\training\958_6.png,6
FER2013_images\training\959_2.png,2
FER2013_images\training\960_5.png,5
FER2013_images\training\961_0.png,0
FER2013_images\training\962_0.png,0
FER2013_images\training\963_0.png,0
FER2013_images\training\964_5.png,5
FER2013_images\training\965_0.png,0
FER2013_images\training\966_0.png,0
FER2013_images\training\967_6.png,6
FER2013_images\training\968_3.png,3
FER2013_images\training\969_3.png,3
FER2013_images\training\970_6.png,6
FER2013_images\training\971_0.png,0
FER2013_images\training\972_5.png,5
FER2013_images\training\973_3.png,3
FER2013_images\training\974_0.png,0
FER2013_images\training\975_6.png,6
FER2013_images\training\976_4.png,4
FER2013_images\training\977_4.png,4
FER2013_images\training\978_2.png,2
FER2013_images\training\979_6.png,6
FER2013_images\training\980_0.png,0
FER2013_images\training\981_3.png,3
FER2013_images\training\982_2.png,2
FER2013_images\training\983_2.png,2
FER2013_images\training\984_3.png,3
FER2013_images\training\985_0.png,0
FER2013_images\training\986_4.png,4
FER2013_images\training\987_4.png,4
FER2013_images\training\988_4.png,4
FER2013_images\training\989_6.png,6
FER2013_images\training\990_4.png,4
FER2013_images\training\991_6.png,6
FER2013_images\training\992_6.png,6
FER2013_images\training\993_5.png,5
FER2013_images\training\994_2.png,2
FER2013_images\training\995_3.png,3
FER2013_images\training\996_6.png,6
FER2013_images\training\997_3.png,3
FER2013_images\training\998_0.png,0
FER2013_images\training\999_6.png,6
FER2013_images\training\1000_6.png,6
FER2013_images\training\1001_4.png,4
FER2013_images\training\1002_6.png,6
FER2013_images\training\1003_4.png,4
FER2013_images\training\1004_3.png,3
FER2013_images\training\1005_4.png,4
FER2013_images\training\1006_3.png,3
FER2013_images\training\1007_4.png,4
FER2013_images\training\1008_2.png,2
FER2013_images\training\1009_4.png,4
FER2013_images\training\1010_4.png,4
FER2013_images\training\1011_4.png,4
FER2013_images\training\1012_3.png,3
FER2013_images\training\1013_2.png,2
FER2013_images\training\1014_3.png,3
FER2013_images\training\1015_0.png,0
FER2013_images\training\1016_0.png,0
FER2013_images\training\1017_3.png,3
FER2013_images\training\1018_0.png,0
FER2013_images\training\1019_4.png,4
FER2013_images\training\1020_3.png,3
FER2013_images\training\1021_6.png,6
FER2013_images\training\1022_4.png,4
FER2013_images\training\1023_3.png,3
FER2013_images\training\1024_0.png,0
FER2013_images\training\1025_2.png,2
FER2013_images\training\1026_4.png,4
FER2013_images\training\1027_3.png,3
FER2013_images\training\1028_5.png,5
FER2013_images\training\1029_3.png,3
FER2013_images\training\1030_4.png,4
FER2013_images\training\1031_4.png,4
FER2013_images\training\1032_3.png,3
FER2013_images\training\1033_5.png,5
FER2013_images\training\1034_2.png,2
FER2013_images\training\1035_4.png,4
FER2013_images\training\1036_2.png,2
FER2013_images\training\1037_6.png,6
FER2013_images\training\1038_3.png,3
FER2013_images\training\1039_0.png,0
FER2013_images\training\1040_5.png,5
FER2013_images\training\1041_4.png,4
FER2013_images\training\1042_5.png,5
FER2013_images\training\1043_5.png,5
FER2013_images\training\1044_3.png,3
FER2013_images\training\1045_6.png,6
FER2013_images\training\1046_3.png,3
FER2013_images\training\1047_3.png,3
FER2013_images\training\1048_3.png,3
FER2013_images\training\1049_3.png,3
FER2013_images\training\1050_5.png,5
FER2013_images\training\1051_0.png,0
FER2013_images\training\1052_3.png,3
FER2013_images\training\1053_3.png,3
FER2013_images\training\1054_6.png,6
FER2013_images\training\1055_4.png,4
FER2013_images\training\1056_3.png,3
FER2013_images\training\1057_3.png,3
FER2013_images\training\1058_3.png,3
FER2013_images\training\1059_5.png,5
FER2013_images\training\1060_6.png,6
FER2013_images\training\1061_0.png,0
FER2013_images\training\1062_6.png,6
FER2013_images\training\1063_2.png,2
FER2013_images\training\1064_2.png,2
FER2013_images\training\1065_3.png,3
FER2013_images\training\1066_0.png,0
FER2013_images\training\1067_4.png,4
FER2013_images\training\1068_6.png,6
FER2013_images\training\1069_4.png,4
FER2013_images\training\1070_5.png,5
FER2013_images\training\1071_0.png,0
FER2013_images\training\1072_3.png,3
FER2013_images\training\1073_1.png,1
FER2013_images\training\1074_3.png,3
FER2013_images\training\1075_2.png,2
FER2013_images\training\1076_3.png,3
FER2013_images\training\1077_3.png,3
FER2013_images\training\1078_4.png,4
FER2013_images\training\1079_2.png,2
FER2013_images\training\1080_6.png,6
FER2013_images\training\1081_3.png,3
FER2013_images\training\1082_3.png,3
FER2013_images\training\1083_3.png,3
FER2013_images\training\1084_5.png,5
FER2013_images\training\1085_3.png,3
FER2013_images\training\1086_2.png,2
FER2013_images\training\1087_5.png,5
FER2013_images\training\1088_3.png,3
FER2013_images\training\1089_2.png,2
FER2013_images\training\1090_0.png,0
FER2013_images\training\1091_4.png,4
FER2013_images\training\1092_2.png,2
FER2013_images\training\1093_6.png,6
FER2013_images\training\1094_6.png,6
FER2013_images\training\1095_3.png,3
FER2013_images\training\1096_1.png,1
FER2013_images\training\1097_3.png,3
FER2013_images\training\1098_0.png,0
FER2013_images\training\1099_3.png,3
FER2013_images\training\1100_2.png,2
FER2013_images\training\1101_6.png,6
FER2013_images\training\1102_0.png,0
FER2013_images\training\1103_3.png,3
FER2013_images\training\1104_2.png,2
FER2013_images\training\1105_0.png,0
FER2013_images\training\1106_0.png,0
FER2013_images\training\1107_5.png,5
FER2013_images\training\1108_0.png,0
FER2013_images\training\1109_5.png,5
FER2013_images\training\1110_6.png,6
FER2013_images\training\1111_3.png,3
FER2013_images\training\1112_4.png,4
FER2013_images\training\1113_3.png,3
FER2013_images\training\1114_6.png,6
FER2013_images\training\1115_1.png,1
FER2013_images\training\1116_2.png,2
FER2013_images\training\1117_3.png,3
FER2013_images\training\1118_5.png,5
FER2013_images\training\1119_6.png,6
FER2013_images\training\1120_5.png,5
FER2013_images\training\1121_3.png,3
FER2013_images\training\1122_0.png,0
FER2013_images\training\1123_0.png,0
FER2013_images\training\1124_0.png,0
FER2013_images\training\1125_4.png,4
FER2013_images\training\1126_6.png,6
FER2013_images\training\1127_0.png,0
FER2013_images\training\1128_2.png,2
FER2013_images\training\1129_4.png,4
FER2013_images\training\1130_3.png,3
FER2013_images\training\1131_3.png,3
FER2013_images\training\1132_5.png,5
FER2013_images\training\1133_2.png,2
FER2013_images\training\1134_4.png,4
FER2013_images\training\1135_5.png,5
FER2013_images\training\1136_6.png,6
FER2013_images\training\1137_2.png,2
FER2013_images\training\1138_4.png,4
FER2013_images\training\1139_4.png,4
FER2013_images\training\1140_3.png,3
FER2013_images\training\1141_3.png,3
FER2013_images\training\1142_6.png,6
FER2013_images\training\1143_2.png,2
FER2013_images\training\1144_4.png,4
FER2013_images\training\1145_5.png,5
FER2013_images\training\1146_3.png,3
FER2013_images\training\1147_0.png,0
FER2013_images\training\1148_4.png,4
FER2013_images\training\1149_3.png,3
FER2013_images\training\1150_0.png,0
FER2013_images\training\1151_3.png,3
FER2013_images\training\1152_3.png,3
FER2013_images\training\1153_4.png,4
FER2013_images\training\1154_2.png,2
FER2013_images\training\1155_3.png,3
FER2013_images\training\1156_4.png,4
FER2013_images\training\1157_5.png,5
FER2013_images\training\1158_0.png,0
FER2013_images\training\1159_3.png,3
FER2013_images\training\1160_0.png,0
FER2013_images\training\1161_6.png,6
FER2013_images\training\1162_5.png,5
FER2013_images\training\1163_2.png,2
FER2013_images\training\1164_3.png,3
FER2013_images\training\1165_3.png,3
FER2013_images\training\1166_0.png,0
FER2013_images\training\1167_3.png,3
FER2013_images\training\1168_0.png,0
FER2013_images\training\1169_2.png,2
FER2013_images\training\1170_0.png,0
FER2013_images\training\1171_2.png,2
FER2013_images\training\1172_5.png,5
FER2013_images\training\1173_4.png,4
FER2013_images\training\1174_3.png,3
FER2013_images\training\1175_4.png,4
FER2013_images\training\1176_5.png,5
FER2013_images\training\1177_0.png,0
FER2013_images\training\1178_0.png,0
FER2013_images\training\1179_6.png,6
FER2013_images\training\1180_3.png,3
FER2013_images\training\1181_0.png,0
FER2013_images\training\1182_3.png,3
FER2013_images\training\1183_6.png,6
FER2013_images\training\1184_4.png,4
FER2013_images\training\1185_5.png,5
FER2013_images\training\1186_3.png,3
FER2013_images\training\1187_3.png,3
FER2013_images\training\1188_4.png,4
FER2013_images\training\1189_6.png,6
FER2013_images\training\1190_3.png,3
FER2013_images\training\1191_4.png,4
FER2013_images\training\1192_0.png,0
FER2013_images\training\1193_2.png,2
FER2013_images\training\1194_0.png,0
FER2013_images\training\1195_6.png,6
FER2013_images\training\1196_3.png,3
FER2013_images\training\1197_3.png,3
FER2013_images\training\1198_4.png,4
FER2013_images\training\1199_6.png,6
FER2013_images\training\1200_0.png,0
FER2013_images\training\1201_5.png,5
FER2013_images\training\1202_3.png,3
FER2013_images\training\1203_3.png,3
FER2013_images\training\1204_0.png,0
FER2013_images\training\1205_3.png,3
FER2013_images\training\1206_6.png,6
FER2013_images\training\1207_4.png,4
FER2013_images\training\1208_4.png,4
FER2013_images\training\1209_3.png,3
FER2013_images\training\1210_0.png,0
FER2013_images\training\1211_0.png,0
FER2013_images\training\1212_3.png,3
